LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
470000,1,1,1,39,0,0,0,0,0,0,79455,74993,48344,45433,45853,21158,2348,1542,1041,2019,789,5013,0
260000,1,3,1,39,0,0,0,0,0,0,30498,31500,31619,22020,22040,23061,1894,1403,1642,1053,2000,425,0
160000,2,3,1,34,0,0,2,2,0,0,4763,4899,697,-1373,-1773,-1773,3009,0,1373,0,0,1040,0
300000,1,2,1,36,0,0,0,0,0,0,76382,166051,167541,167905,167974,170428,115718,7905,6509,5874,6116,6300,0
300000,1,1,2,35,0,0,0,0,0,0,17975,14032,13145,11890,12695,13763,1510,1519,2000,1005,2068,0,0
160000,2,3,2,29,1,0,0,0,0,0,0,0,4150,2065,0,500,0,4150,2065,0,500,0,1
380000,2,3,2,31,0,0,0,0,0,0,3859,9194,15157,11147,12483,13680,9240,15233,11202,12493,13748,18061,0
500000,1,3,1,46,0,0,0,0,0,0,4031,3684,7544,14459,9736,9123,3709,7594,14484,9762,9142,17241,0
180000,2,2,2,35,1,0,0,0,0,0,0,0,0,900,0,0,0,0,900,0,0,0,0
90000,2,2,2,26,0,0,0,0,0,0,70457,64479,31470,28996,26067,23292,2850,1900,1700,1000,1000,1200,0
460000,1,1,2,33,0,0,0,0,0,0,161054,164509,168730,172072,154177,157246,6050,7000,6000,5593,5630,6089,0
270000,1,1,2,33,0,0,0,0,0,0,288,765,1277,42402,33855,32349,765,1004,42522,1026,10000,1041,0
300000,2,1,2,35,0,0,0,0,0,0,103,344,891,889,889,739,344,891,889,889,739,1807,0
250000,1,1,1,36,0,0,0,0,0,0,5992,0,1400,79181,29172,14816,0,1400,79181,10000,0,4176,1
400000,2,1,2,29,0,0,0,0,0,0,3807,3168,372,20031,916,30979,3168,372,20231,916,30979,1984,0
180000,2,1,1,37,2,2,0,0,0,0,1310,0,0,0,0,1350,0,0,0,0,1350,1210,1
250000,2,1,2,32,0,0,0,0,0,0,26465,30762,32833,34055,34321,23166,5000,3000,2500,1000,3050,4000,0
200000,2,1,2,31,0,0,0,0,0,0,0,950,0,1782,669,0,950,0,2422,669,0,0,0
370000,1,1,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,2,3,1,50,0,0,0,0,0,0,92956,96180,97701,100113,102120,73630,4333,3518,3567,3183,2674,2836,0
390000,1,3,1,49,0,0,0,0,0,0,282849,281836,284397,284241,285615,282611,12000,13000,12000,12000,10266,9800,0
160000,2,1,2,26,1,2,0,0,2,0,100364,97863,100535,104382,100535,101621,0,6497,8001,0,4000,3801,0
140000,2,2,2,24,0,0,0,0,0,0,197,0,0,233,0,0,0,0,233,0,0,0,0
360000,2,1,1,43,0,0,0,0,0,0,17412,18455,19245,18370,0,0,1328,1637,5000,0,0,0,0
230000,1,1,1,42,2,0,0,0,0,0,222059,161817,160270,60604,60986,62195,7300,4160,2308,2300,2223,2304,1
380000,2,1,2,44,0,0,0,0,0,0,371917,355744,347667,304356,311458,299277,15071,13500,11000,12000,12000,11000,0
330000,2,3,1,53,0,0,0,0,0,0,287021,191065,290451,192123,196860,-3140,6802,102428,4100,4937,3140,184036,0
160000,1,1,1,53,0,0,0,0,0,0,205134,46181,47242,48355,49552,50655,1800,1800,1900,2000,1900,2000,0
380000,2,1,1,35,0,0,0,0,0,0,472,14985,10472,39993,25356,39772,14985,10472,39993,25356,39772,54002,0
200000,2,1,2,32,1,0,0,0,0,0,0,2300,15093,0,0,0,2300,15093,0,0,0,0,0
450000,2,1,1,35,0,0,0,0,0,0,7240,1251,0,1620,0,4155,1251,0,1620,0,4155,11089,0
300000,2,2,1,40,0,0,0,0,0,0,11704,10196,8900,7099,5437,3958,1139,1322,1000,2000,1000,1000,0
380000,1,1,2,30,0,0,0,0,0,0,192132,148842,177842,120027,97256,108213,10123,50434,7132,11068,20050,35925,0
130000,2,3,2,24,0,0,0,0,0,0,114466,106911,106971,57434,58593,60504,4600,4500,2802,2050,2800,2300,1
440000,1,1,2,31,0,0,0,0,0,0,37547,29349,23713,25427,21187,26486,20016,29748,25448,10015,14501,11501,0
500000,1,1,2,49,0,0,0,0,0,0,478030,419644,309019,292878,152025,110034,205,10500,9692,4823,3986,1188,1
260000,2,3,1,57,0,2,0,2,0,0,1148,123,1668,446,123,35722,0,1668,0,490,35722,0,0
220000,2,2,1,33,0,0,0,0,0,0,9649,8300,1590,1341,8171,14253,8300,1590,1341,8171,14253,3513,0
400000,2,2,2,38,0,0,0,0,0,0,2988,3983,3417,3267,186,1200,1222,1000,1200,186,1200,0,0
180000,2,2,2,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310000,2,2,1,46,0,0,0,0,0,0,43990,45872,47135,46944,49121,51337,3000,3000,2000,3000,3000,1000,0
400000,2,1,2,29,0,0,2,0,0,0,74829,77970,70557,71867,72137,72955,7017,0,3200,2750,3000,5800,1
180000,2,1,2,35,0,0,0,0,0,0,24414,22479,21802,20100,16629,15628,2483,2808,2101,3,2000,0,0
500000,2,1,1,45,0,0,0,0,0,0,1905,3640,162,0,151,2530,3640,162,0,151,2530,0,0
320000,2,1,2,28,0,0,0,0,0,0,4392,11684,1127,1943,13312,-5,11700,1135,1952,13375,5,0,0
240000,2,1,2,29,2,0,0,2,0,0,32870,34015,38257,37607,40924,43546,2000,5000,0,4000,3000,10000,1
270000,1,1,1,45,1,0,0,0,0,0,0,278,608,494,315,0,278,608,494,315,0,181,0
280000,2,2,2,29,0,0,0,0,0,0,140888,143746,55506,56741,57983,59185,5040,3000,2000,2000,2000,3000,0
500000,1,1,1,41,0,0,0,0,0,0,231887,122499,107198,98450,93828,92237,6115,4550,3533,3525,5034,4080,0
320000,1,1,1,46,0,0,0,0,0,0,3266,12186,1403,24305,7463,1957,12253,3290,11465,7537,1966,2987,0
500000,2,1,2,25,1,0,0,0,0,0,-46,9412,1260,0,1121,6566,9458,1260,0,1121,6000,3000,0
200000,2,3,2,51,0,0,0,0,0,0,196875,180428,131111,112995,107300,101918,7657,4814,3921,4000,4365,11000,0
270000,2,3,1,30,0,0,0,0,0,0,3842,3934,0,0,3353,764,3934,0,0,3353,764,35532,0
20000,2,3,1,52,2,2,2,2,0,0,5682,6437,7181,7908,8781,9645,1000,1000,1000,1000,1000,0,1
270000,1,2,1,44,0,0,0,0,0,0,127543,109189,92630,69669,44149,43414,10063,5162,10150,44299,43509,31031,0
170000,2,2,1,33,0,0,0,0,0,0,109863,79574,78440,80141,81862,84237,4380,3000,3000,3000,4000,4500,0
360000,2,1,2,27,1,0,0,0,0,0,0,0,830,0,1271,179,0,830,0,1271,179,1970,0
350000,1,1,1,39,0,0,0,0,0,0,3948,4368,5339,0,0,0,2184,10678,0,0,0,0,0
230000,2,2,1,43,0,0,0,0,0,0,84821,87055,87601,89762,92735,95768,4293,4162,5000,5000,5000,5000,0
160000,1,1,2,31,0,0,0,0,0,0,136809,77080,160336,92820,91449,89559,6000,5000,15000,5000,7000,10000,0
450000,2,1,2,35,0,0,0,0,0,0,7256,812,17563,12483,26081,22985,816,17651,12554,26212,23114,2512,0
160000,2,2,2,24,0,0,0,0,0,0,142214,145225,149812,151426,154688,158511,5300,7000,5600,5700,6400,6400,0
210000,1,2,1,35,0,0,2,0,0,0,396,1188,792,396,396,396,1188,0,0,396,396,396,0
260000,1,2,2,32,0,0,0,0,0,0,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1
360000,2,2,1,40,1,0,0,0,0,0,-242,-3748,5512,4102,1756,4400,649,10000,0,1756,4400,0,0
470000,1,1,1,37,0,0,0,0,0,0,134561,226498,165474,120644,119006,110780,150055,7046,10000,15029,15017,10023,0
280000,2,1,2,37,0,2,0,0,0,0,2560,2343,4689,2289,1700,803,0,4689,2300,1725,803,129,1
100000,1,3,1,49,0,0,0,0,0,0,82214,74983,71958,68808,68769,68955,2659,2656,2372,2360,2574,2759,0
170000,2,2,2,46,0,0,0,0,0,0,162110,156444,151504,151377,148530,149628,6000,6000,7000,6000,7000,6000,0
430000,1,2,2,30,0,0,2,0,0,0,28966,29957,29199,30267,49268,48241,5011,0,2000,20000,15000,5000,1
440000,1,1,2,30,0,0,0,0,0,0,390512,200426,170209,136020,101744,78482,10063,7784,4632,3458,2671,2027,0
400000,1,1,1,39,0,0,0,0,0,0,10260,17794,6402,20772,12406,10945,12201,6430,20118,5037,5054,3104,0
290000,2,1,2,29,0,0,0,0,0,0,10370,5681,7124,8038,4029,6059,1400,1507,2580,2050,2030,0,0
160000,2,1,2,26,0,0,0,0,0,0,5323,1714,2003,2580,0,380,1726,2235,2605,0,380,1488,0
160000,2,2,1,39,0,0,0,0,0,0,106260,0,0,0,390,86188,0,0,0,390,86188,3272,0
350000,1,2,1,36,0,0,0,0,0,0,32596,16666,32597,16666,16666,32809,1000,32597,1000,16666,32809,526,1
480000,2,1,2,33,0,0,0,0,0,0,621749,550102,475386,384078,397682,399659,22024,21008,17134,400046,17003,4436,0
200000,1,1,2,26,0,0,0,0,0,0,26230,2829,6721,-780,-780,-780,2829,4000,780,0,0,0,0
260000,2,2,1,46,0,0,2,2,2,0,18256,19556,18136,24018,21490,18196,2934,0,8000,0,2000,8000,0
230000,2,2,2,32,0,0,0,0,0,0,1168,698,2371,4524,299,395,698,2371,4524,299,395,0,0
230000,1,2,2,34,0,0,0,0,0,0,27178,0,856,6147,7387,13492,0,856,6147,7387,13492,6701,0
200000,2,2,1,56,0,0,0,0,0,0,2155,0,1750,4990,1200,676,0,1750,4990,1369,676,2158,0
210000,2,1,2,30,0,0,0,0,0,0,52514,52053,52558,52515,52108,51758,2449,3000,2500,2000,2000,2000,0
240000,2,1,1,33,0,0,0,0,0,0,9187,4740,5240,7795,3771,1891,5005,5240,4101,3771,1891,46438,0
500000,2,1,1,47,0,0,0,0,0,0,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,0
320000,1,1,1,40,1,0,0,0,0,0,14,1200,2987,-13,2670,-4,1205,3002,0,2683,0,0,0
270000,1,1,1,54,0,0,0,0,0,0,931,31838,11013,1188,14989,2609,31838,11013,1196,14989,2609,1269,0
180000,1,1,2,29,0,0,0,0,0,0,115191,117488,118504,119034,-966,-966,5700,4400,2500,937,0,0,0
230000,2,1,2,27,0,0,0,0,0,0,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,0
160000,2,1,2,29,0,0,0,0,0,2,157067,155760,153047,122831,124794,116746,5708,7424,4251,6010,5000,4000,1
360000,2,1,1,45,0,0,0,0,0,0,3401,2655,1064,530,822,2222,2655,1064,530,822,2222,788,0
160000,2,3,1,51,0,2,0,0,0,0,2000,1000,2125,2125,1000,2125,0,2125,2125,1000,2125,23250,0
530000,2,2,2,39,0,0,0,0,0,0,398763,396324,355438,317549,290182,292602,17016,14102,11100,11005,11102,9060,0
360000,2,2,1,33,0,0,0,0,0,0,11596,11775,0,0,0,0,1058,0,0,0,0,0,0
500000,2,1,2,35,0,0,0,0,0,0,3994,11230,10925,11795,14384,15806,11160,1244,1114,2703,3435,402,0
170000,2,2,2,56,0,0,0,0,0,0,4767,0,451,0,424,1482,0,451,0,424,1482,688,1
250000,2,2,1,35,2,0,0,0,0,0,92966,37341,38905,35356,34978,35822,1641,2205,2000,2000,1000,1000,1
160000,1,4,1,45,1,0,0,0,0,0,0,10427,0,0,1817,1817,10427,0,0,1817,0,4700,0
350000,1,1,1,35,0,0,2,0,2,2,19734,5338,3042,2418,2233,7176,3000,0,2500,0,5000,0,0
140000,1,1,1,36,0,0,0,0,0,0,39598,40836,41878,42977,43960,45093,2200,2001,2100,2000,2000,2000,0
230000,2,2,1,32,0,0,0,0,0,0,57259,46226,36089,34158,22872,22592,2500,3000,3000,1500,1500,2000,1
180000,2,1,2,26,1,0,0,0,0,0,0,0,0,0,298,7550,0,0,0,298,7550,0,0
200000,1,3,1,42,0,0,0,2,0,0,151392,148467,153409,145476,119025,115255,7000,14834,0,4575,4180,4634,0
620000,2,1,2,31,0,0,0,0,0,0,569023,562316,475333,473182,481896,513798,23009,20004,20008,14000,35804,250005,0
450000,2,1,1,35,0,0,0,2,0,0,403,0,0,390,390,390,0,0,390,390,390,390,0
160000,1,1,1,43,0,0,0,0,0,0,162,414,6437,16520,14374,10969,414,6437,10428,463,426,219,1
250000,2,1,2,33,0,0,0,0,0,0,16317,0,0,188841,194321,198156,0,0,188841,8500,8000,7080,0
210000,1,2,1,39,0,0,0,0,0,0,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0
170000,2,2,2,33,1,0,0,0,0,0,0,7042,2986,0,0,0,7042,2986,0,0,0,0,0
220000,1,1,2,33,0,0,0,0,0,0,3233,2106,666,1064,707,9213,2108,1332,1064,707,9325,1500,0
500000,2,1,2,26,0,0,0,0,0,0,32637,35863,37860,42572,47200,59843,15943,27878,22572,17200,19843,96632,0
340000,1,2,1,31,0,0,0,0,0,0,63098,64417,65752,69639,80057,83713,2338,2406,5000,11610,5000,2971,1
230000,2,3,1,47,0,0,0,0,0,0,5482,15900,1678,0,764,0,15900,1678,0,764,0,1321,0
200000,1,3,2,27,0,0,0,0,0,0,4484,192047,191248,191678,182676,181568,195316,7019,7493,5275,5786,20031,0
270000,1,1,1,61,0,0,0,0,0,0,15194,16934,18533,8855,3140,5140,2000,2000,2000,1000,2000,2000,0
220000,2,4,1,35,0,0,0,0,0,0,1849,326,12681,84674,35326,1026,326,12681,84674,35326,1026,3088,0
170000,1,2,2,31,0,0,0,0,0,0,2908,3408,2908,9283,2908,2908,3408,2908,9283,0,2908,7163,0
320000,2,2,1,44,0,0,0,0,0,0,3493,12444,46163,1373,6064,2145,12498,46185,1387,6094,2155,1273,0
180000,2,2,2,28,0,0,0,0,0,2,42238,38741,36696,35813,37893,34661,2500,2000,1128,2500,0,2000,0
240000,1,1,3,65,0,0,0,0,0,0,4110,5000,0,1000,0,167747,1000,0,1000,0,167747,4810,0
200000,2,4,2,51,2,0,0,0,0,0,455293,441048,433541,425538,419080,98840,10688,10688,10278,11567,98843,156961,0
70000,2,2,2,36,0,2,2,2,2,2,1156,2254,2044,4152,3023,4014,2044,0,4000,0,2000,0,1
200000,2,1,2,30,0,0,0,0,0,0,0,0,324,3741,1374,2932,0,324,3741,0,3118,0,0
170000,2,2,1,28,0,0,0,0,0,0,105509,106445,68703,66338,62135,65706,4285,3000,3000,3000,5000,3000,0
260000,2,2,1,42,0,0,0,0,0,0,194654,184008,174268,181592,174184,153907,6540,7691,12831,6015,6410,9606,0
280000,2,1,2,32,0,0,0,0,0,0,215052,191094,195204,199091,201581,206054,7000,7200,8800,7300,7700,16000,0
210000,2,2,1,56,1,0,0,0,0,0,-325,-721,-1117,-1513,-1909,59017,0,0,0,0,61982,2200,0
360000,2,1,2,29,0,2,0,0,0,0,780,390,390,540,540,390,0,390,540,390,390,390,0
180000,2,1,1,33,0,0,0,0,0,0,3060,2337,766,316,4356,316,2337,766,316,4356,316,716,0
360000,1,1,2,29,0,0,0,0,0,0,5143,2092,1864,969,2500,0,6159,1870,969,2500,0,0,0
320000,1,2,1,29,0,0,0,0,0,0,48998,33175,16784,9558,11022,11953,6105,3394,2100,1580,1016,1078,0
210000,2,1,2,31,0,0,0,0,0,0,9604,10970,1230,24531,24287,22683,5056,1230,24531,1003,479,8080,0
200000,2,1,2,40,1,0,0,0,0,0,-433,-433,-433,8567,17363,0,0,0,9000,17363,0,0,0
180000,2,2,2,37,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,3738,0
220000,1,1,2,32,0,0,0,0,0,0,17715,316,632,632,316,316,316,632,316,0,316,632,0
210000,2,2,2,44,0,0,0,0,0,0,308361,314507,320167,327871,34285,30900,9408,10300,11642,1602,1500,0,1
260000,2,2,1,32,0,0,0,0,0,0,243742,237204,238314,219634,186841,189010,8017,8117,14044,5410,5855,5254,0
290000,2,2,1,48,0,0,0,0,0,0,10608,34470,11888,27114,3501,12511,34470,11890,27114,3501,12511,5797,0
400000,2,1,2,28,0,0,0,0,0,0,1416,1548,22085,21021,19761,12613,1052,22085,420,56,687,800,0
340000,1,3,1,43,0,0,2,2,0,0,251135,268949,283400,277335,282890,304280,22000,20251,0,10176,26000,12000,0
20000,1,3,2,24,1,2,0,0,0,0,17231,15897,16232,16555,16104,16055,0,1300,573,576,600,1900,0
160000,1,1,2,31,1,2,0,0,0,0,56432,55371,56316,59331,60227,61778,0,2000,3500,2000,2200,3000,0
170000,2,4,1,37,0,0,0,0,0,0,743,0,16474,4650,2359,0,0,16474,4650,2359,0,1977,0
300000,2,1,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350000,1,1,1,40,0,0,0,0,0,0,63200,6470,630,20682,20902,16754,4150,630,20902,5000,2000,3000,0
250000,1,2,1,44,0,0,0,0,0,0,254933,244433,249882,248013,99071,98928,8754,10866,5592,2212,2565,2156,0
260000,2,3,1,54,0,0,0,0,0,0,9760,5465,2504,15809,3756,9560,5484,2504,16593,3764,11092,963,0
180000,2,2,2,49,0,0,0,0,0,0,56677,35062,32721,32627,28272,26984,1600,1600,1500,1000,968,1000,0
180000,1,1,1,39,0,0,0,0,0,0,257579,274731,281713,242063,122295,-1005,20000,11000,145000,26000,0,101005,0
220000,2,1,1,42,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
290000,2,2,2,28,0,0,0,0,0,0,15042,28827,45913,44656,24692,7208,15000,20000,37092,20000,7208,34000,0
300000,2,1,2,36,0,0,0,0,0,0,10700,890,0,0,0,0,890,0,0,0,0,0,0
360000,1,1,1,34,0,0,0,0,0,0,33654,52686,64069,49005,8676,19487,52951,64535,8907,53,19584,16080,0
360000,1,2,1,36,0,0,0,0,0,0,4671,928,5384,499,596,2338,929,5405,500,597,2340,2649,0
260000,1,1,1,51,0,0,0,0,0,0,771,1593,419,529,0,4090,1596,437,529,0,4090,98,0
160000,1,3,1,38,0,0,0,0,0,0,25003,23621,24994,15778,9333,7083,2000,5060,5000,1500,0,0,0
430000,2,2,1,41,0,0,0,0,0,0,2830,21419,15555,6705,6705,5673,21419,0,6705,0,5673,7791,0
500000,2,1,1,38,0,0,0,0,0,0,238708,313903,323841,319331,316208,304388,90012,28000,15000,9494,108914,18200,0
500000,1,3,2,44,0,0,0,0,0,0,16179,1520,2031,2593,45858,161299,2029,5262,3023,45868,130586,5024,0
320000,1,2,1,39,0,0,0,0,0,0,103918,93768,91523,91579,91193,92837,9203,3317,3506,4218,5000,6080,0
280000,2,2,1,56,2,0,0,0,0,0,284128,284204,284041,283396,213294,213384,9970,10261,17003,7657,7750,7861,1
420000,1,2,1,43,0,0,0,0,0,0,36590,44670,60376,30099,66049,61043,42063,30253,20016,40015,30004,3000,0
230000,2,2,1,27,0,0,0,0,0,0,25947,26998,25825,25908,26341,27898,1800,1500,1500,1000,2000,2000,0
240000,1,1,1,48,0,0,0,0,0,0,234984,234559,240896,135900,135853,127777,9500,11217,4855,4000,3200,3000,0
200000,2,3,2,53,0,0,0,0,0,0,784,1972,2577,2652,-6,1279,1188,2581,1013,0,1285,0,0
360000,2,3,2,35,0,2,2,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0
440000,1,3,1,38,2,0,2,0,0,0,775,1550,775,775,925,775,1551,1,776,926,776,776,1
160000,2,2,1,37,0,0,0,0,0,0,27720,14413,13484,6714,-319,3583,5000,5017,5000,0,6774,0,0
310000,2,2,2,25,0,0,0,0,0,0,38942,130331,56527,560,300,2381,135868,1306,560,300,2387,572,0
230000,2,1,2,33,0,0,0,0,0,0,6283,0,0,0,0,0,0,0,0,0,0,0,0
500000,1,1,1,36,0,0,0,0,0,0,294827,292920,291760,288024,274632,266669,20007,20026,20020,10017,15024,10002,0
200000,1,2,1,42,0,0,0,0,0,0,68670,69702,70015,72073,71690,73661,4000,4000,5000,2563,5000,5000,1
240000,1,2,1,51,0,0,0,0,0,0,98588,100545,102651,104749,106832,109062,3592,3719,3798,3821,3949,3976,1
160000,2,2,2,23,0,0,0,0,0,0,21905,22473,21380,283,0,-17149,1373,1000,283,0,0,20261,0
500000,1,1,1,46,0,0,0,0,0,0,53049,66623,70194,68618,67300,1825,16018,10000,4,333,1831,597,0
30000,2,2,1,37,0,0,0,0,0,0,108,709,11726,2628,2659,4483,709,11726,2713,2659,4483,3676,0
290000,2,2,1,33,0,0,0,0,0,0,117275,110481,107735,100195,84268,76356,3700,4005,4000,3000,2928,2000,0
170000,2,1,2,26,0,0,0,0,0,0,22680,13827,9522,10254,5520,6212,2000,2000,2000,0,2000,1320,0
500000,1,3,1,48,0,0,0,0,2,0,36875,26031,32389,32830,17191,72198,1192,32382,2011,0,72198,10000,0
460000,1,1,1,39,2,2,5,5,5,5,2495,2495,2495,2495,2495,2495,0,0,0,0,0,0,1
160000,2,1,2,28,0,0,0,0,0,0,70243,47779,28052,7222,99669,84426,7042,2000,1000,99669,12600,10000,0
320000,1,1,2,34,0,0,0,0,0,0,5250,-3,988,6420,7174,-19,0,991,6452,9757,0,3995,0
230000,2,3,2,30,0,0,0,0,0,0,550,0,13013,14265,13659,0,0,13013,1252,3659,0,0,0
270000,2,3,1,43,0,0,0,0,0,0,46107,42151,40546,36822,31700,29133,1700,1700,1500,1100,1200,1200,0
360000,2,3,2,39,1,0,0,0,0,0,0,0,271,-1,560,0,0,271,0,561,0,0,0
80000,2,2,2,27,0,0,0,0,0,0,73684,68883,45257,45981,46032,46192,2896,1722,1619,1665,1700,1833,1
410000,2,2,1,43,0,0,0,0,0,0,6917,7548,8726,9760,9570,8935,1130,2000,2200,312,500,363,0
200000,2,1,2,29,0,0,0,0,0,0,194241,193425,196537,195268,192829,192499,12000,8500,7000,10000,10000,10000,0
330000,2,2,2,31,0,0,0,0,0,0,30532,33814,38243,39603,40542,41239,3814,5000,2000,1598,1500,2000,0
370000,2,2,1,35,0,0,0,0,0,0,201666,200757,192231,187486,191019,186529,7094,8500,6983,6500,7150,7000,0
300000,1,1,1,54,0,0,0,0,0,0,234589,0,0,0,0,0,0,0,0,0,0,0,0
200000,1,2,1,40,0,0,0,0,0,0,63182,44876,38764,37618,35737,40710,1765,10007,2019,5027,15031,7088,0
160000,2,2,1,52,0,0,2,0,0,0,465,10451,9385,2260,1313,947,10451,0,4560,2626,1894,7428,0
400000,2,1,2,31,0,0,0,0,0,0,4209,14858,28082,20188,68992,27613,14894,28222,20214,57060,16017,115710,0
200000,2,3,1,51,1,0,0,0,0,0,0,1221,0,0,0,0,1221,0,0,0,0,0,0
180000,2,2,1,35,0,0,0,0,0,0,8694,7607,6801,6759,6918,9777,1500,2000,1000,3000,4000,2000,0
150000,2,2,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220000,2,3,2,46,0,0,0,0,0,0,214274,214207,211733,80965,78992,77537,11000,10000,10000,6000,6000,5000,0
210000,2,2,1,30,0,0,0,0,0,0,158805,159093,153056,140518,70901,72539,5404,6230,5696,2328,2567,2531,0
300000,2,3,1,52,0,0,0,0,0,0,293174,268652,285524,235773,221123,221269,15000,25000,8000,22000,10060,9000,0
200000,1,1,1,29,0,0,0,0,0,0,295,1130,12791,40341,9238,1017,1130,12791,28000,1000,2000,74179,0
320000,2,1,2,35,0,0,0,0,0,0,44566,41007,41733,34534,36170,31775,2054,4027,3002,3008,1059,551,0
230000,1,3,1,38,0,0,0,0,0,0,6901,0,188,6498,44938,56015,0,188,6498,40000,12000,2500,0
290000,2,1,1,38,1,0,0,0,0,0,0,7023,9680,7860,7860,8142,7023,5000,3000,0,8142,0,0
250000,2,1,2,28,0,0,0,0,0,0,45687,31114,21867,13190,27817,22001,5000,1585,3028,27817,0,0,0
220000,2,2,2,26,0,0,0,0,0,0,1534,3524,2130,7510,1117,916,3524,2130,7521,1117,916,2719,0
180000,2,3,1,31,0,0,0,0,0,0,10790,7239,30418,31370,13496,23943,7239,30418,31370,13496,12000,22593,0
200000,2,1,1,28,0,0,0,0,0,0,40559,44565,46815,52978,53970,56064,5000,3000,7000,2000,3000,3000,0
480000,2,2,2,31,0,0,0,0,0,0,241989,217460,242500,185344,164256,168433,9960,30902,7410,6368,7323,5837,0
360000,2,2,1,39,0,2,2,0,0,0,1220,330,165,5773,3598,3598,170,0,5773,3598,3598,6208,0
240000,2,1,1,35,0,0,0,0,0,0,3664,5770,10412,4578,5928,5619,5770,10420,1150,5928,3619,13227,1
210000,2,1,1,54,0,0,0,0,0,0,16355,18063,18077,14113,7049,2026,3000,2000,3000,150,2026,1026,0
230000,2,3,2,39,1,2,0,0,0,0,11391,10923,13554,12134,0,0,0,3200,0,0,0,0,0
230000,1,2,1,36,0,0,0,0,0,0,19505,20715,19750,19506,19255,17479,3000,3000,3000,3000,3000,3000,0
220000,1,2,1,32,0,0,0,0,0,0,202010,103124,105226,107476,109746,111920,3746,3820,4000,4000,4000,4500,0
210000,2,2,1,36,0,0,0,0,0,0,26656,2641,0,0,0,0,2641,0,0,0,0,0,0
200000,2,1,2,29,0,0,0,0,0,0,56555,0,0,3941,16405,-150,0,0,3941,16405,0,2477,0
70000,2,3,2,31,2,0,0,0,0,0,68174,68973,69835,66216,30000,30096,3200,3013,2141,1200,1300,1300,1
360000,1,1,1,36,0,0,0,0,0,0,28291,31055,33788,36491,41179,45823,3000,3000,3000,5000,5000,5000,0
200000,1,1,1,49,0,0,0,0,0,0,1377,528,216,1311,2842,0,792,216,1311,2842,0,623,1
400000,2,2,1,41,0,0,0,0,0,0,10928,12730,14486,13419,14313,14524,2000,2002,2000,2000,3000,5000,0
360000,1,3,1,56,0,0,0,0,0,0,22000,7746,1198,2087,1026,1026,7772,1198,2097,1026,1026,1019,0
180000,1,3,2,27,0,0,0,0,0,0,172511,177587,175867,159053,126688,122947,8008,6528,6500,5000,5000,5000,0
200000,2,2,2,31,0,2,2,0,0,0,3707,3347,0,665,2846,6586,0,16550,665,2846,6586,3807,1
300000,1,2,1,40,0,0,0,0,0,0,25492,28048,30582,33059,35498,39902,3000,3000,3000,3000,5000,5000,0
210000,1,1,2,39,0,0,0,0,0,0,22861,6437,61813,59024,63483,58991,6536,72037,5015,12000,5000,5000,0
50000,2,1,2,22,0,0,0,0,0,0,24763,33542,30455,2000,0,0,10000,1175,2000,0,0,0,1
500000,1,2,1,46,0,0,0,0,0,0,157046,82603,37528,83629,20894,27217,1652,37550,83642,20894,24038,59021,0
210000,1,1,2,32,0,0,0,0,0,0,918,1144,3977,5365,789,1086,1146,3988,5381,791,1088,948,0
200000,2,2,2,29,0,0,0,0,0,0,18568,-49,980,3682,3682,0,0,1029,3682,0,0,590,0
200000,2,1,1,45,0,0,0,0,0,0,69288,0,1800,1795,58932,29331,0,1800,2000,60000,29331,0,0
260000,2,2,2,30,0,0,0,0,0,0,165,165,274,165,333,165,165,274,165,333,165,293,0
180000,2,1,2,38,0,0,0,0,0,0,16056,179490,180360,177460,140738,141830,180040,8200,9607,5103,5237,5000,0
180000,2,2,1,34,0,0,0,0,0,0,25000,0,0,6398,15218,24901,0,0,6398,9000,10000,500,0
360000,2,2,2,31,0,0,0,0,0,0,17582,0,0,0,0,0,0,0,0,0,0,0,0
180000,2,2,1,33,2,2,2,2,2,2,115166,122519,123087,126564,123040,129098,10800,4000,7000,0,8200,1500,1
280000,2,1,1,32,1,0,0,0,0,0,0,0,3508,3508,-200,-200,0,3508,0,0,0,0,1
